model,year,transmission,mileage,fuelType,mpg,engineSize,price
 Fabia,2017,Manual,32874,Petrol,30.05,1.2,7800
I30,2015,Manual,43022,Diesel,39.2,1.6,7803
 Yaris,2016,Manual,30500,Petrol,29,1.3,7804
2 Series,2019,Semi-Auto,4789,Petrol,23.15,2,26830
3 Series,2019,Semi-Auto,3078,Petrol,17.45,3,37980
4 Series,2019,Semi-Auto,9846,Diesel,32.85,2,22380
X5,2019,Semi-Auto,7383,Diesel,18.85,3,44980
 Golf,2013,Manual,66755,Diesel,34.45,1.6,7810
2 Series,2019,Semi-Auto,8452,Diesel,30.7,2,23980
7 Series,2019,Automatic,339,Petrol,17.25,3,47980
1 Series,2018,Semi-Auto,17402,Petrol,23.95,2,18480
3 Series,2019,Semi-Auto,7311,Petrol,21.1,2,27280
X1,2019,Semi-Auto,3646,Petrol,24.35,2,26280
2 Series,2019,Manual,5500,Petrol,21.4,1.5,18980
X3,2019,Semi-Auto,9000,Diesel,27.15,2,35480
1 Series,2019,Manual,6824,Petrol,26.65,1.5,17250
1 Series,2019,Manual,4028,Petrol,26.65,1.5,17250
1 Series,2019,Manual,4122,Petrol,26.65,1.5,17250
1 Series,2019,Manual,11699,Petrol,26.65,1.5,17250
3 Series,2019,Semi-Auto,7004,Petrol,22.8,2,25780
5 Series,2019,Semi-Auto,5130,Diesel,32.85,2,26480
2 Series,2019,Semi-Auto,5992,Petrol,25.2,2,18980
3 Series,2019,Semi-Auto,6250,Diesel,21.75,3,40980
4 Series,2019,Semi-Auto,9326,Diesel,32.85,2,25780
4 Series,2019,Semi-Auto,8042,Diesel,32.85,2,25480
 Focus,2015,Manual,66990,Diesel,37.15,1.5,7810
X3,2019,Automatic,6332,Diesel,27.15,2,30980
I20,2016,Manual,32442,Petrol,29.45,1,7810
 Fiesta,2015,Manual,46995,Petrol,31.4,1,7812
2 Series,2018,Manual,19853,Diesel,32.1,2,16980
3 Series,2020,Semi-Auto,1204,Petrol,16.8,3,39950
 Yaris,2016,Manual,20800,Petrol,29,1.3,7813
X7,2019,Automatic,7278,Diesel,15.7,3,74480
X2,2019,Semi-Auto,3282,Petrol,19.9,2,28480
2 Series,2019,Semi-Auto,4418,Diesel,24.35,2,25780
X1,2019,Automatic,5231,Petrol,24.35,2,27280
 Fiesta,2013,Manual,17066,Petrol,32.85,1,7820
 CC,2013,Manual,62541,Diesel,30.05,2,7820
X1,2020,Semi-Auto,1241,Diesel,30.05,2,29970
1 Series,2020,Semi-Auto,953,Diesel,25.7,2,28790
1 Series,2019,Manual,1947,Petrol,20.75,1.5,24280
 Focus,2014,Manual,39000,Diesel,37.15,1.5,7820
 Fiesta,2017,Manual,16782,Petrol,27.15,1.2,7820
I20,2016,Manual,33322,Petrol,31.4,1,7821
 Fiesta,2016,Manual,22502,Petrol,32.85,1,7825
 Fiesta,2013,Semi-Auto,26964,Petrol,23.95,1.6,7830
4 Series,2019,Semi-Auto,9647,Diesel,29.45,2,28170
 Fiesta,2014,Manual,34567,Petrol,32.85,1,7830
1 Series,2019,Semi-Auto,7065,Petrol,21.4,1.5,21670
 Focus,2014,Manual,28598,Petrol,28.25,1,7830
 Focus,2015,Manual,50124,Diesel,37.15,1.5,7830
2 Series,2019,Manual,4648,Petrol,21.4,1.5,20190
3 Series,2019,Automatic,3750,Diesel,26.15,2,32790
Z4,2019,Automatic,467,Petrol,19.35,2,32970
2 Series,2019,Semi-Auto,9148,Petrol,25.2,1.5,21205
X2,2019,Semi-Auto,8859,Diesel,25.2,2,29325
 Fiesta,2015,Manual,37109,Petrol,32.85,1,7830
I30,2015,Manual,24042,Petrol,23.55,1.4,7830
I40,2015,Manual,59508,Diesel,32.85,1.7,7830
 Fiesta,2016,Manual,21478,Petrol,27.15,1.2,7830
 Fiesta,2017,Manual,32810,Petrol,32.85,1,7830
 Up,2016,Manual,30821,Petrol,32.1,1,7832
 Yaris,2016,Manual,38000,Petrol,27.5,1.3,7839
IX35,2014,Manual,50664,Diesel,26.65,1.7,7840
 C-MAX,2015,Manual,50617,Diesel,34.45,1.5,7840
X2,2019,Semi-Auto,103,Diesel,29.45,2,31680
1 Series,2019,Semi-Auto,8211,Petrol,17.25,2,31790
1 Series,2019,Manual,12262,Petrol,20.75,1.5,26413
5 Series,2019,Semi-Auto,7111,Diesel,27.7,2,32400
X1,2019,Semi-Auto,5547,Diesel,23.95,2,24000
1 Series,2018,Manual,16891,Petrol,26.65,1.5,15291
 Fiesta,2016,Manual,30200,Petrol,32.85,1,7841
3 Series,2018,Semi-Auto,40500,Petrol,24.35,2,17899
 Polo,2016,Manual,48570,Petrol,30.05,1.2,7841
 Focus,2016,Manual,71364,Diesel,37.15,1.5,7842
 Aygo,2017,Manual,15113,Petrol,34.45,1,7842
 Aygo,2017,Manual,12111,Petrol,34.45,1,7845
 Focus,2014,Manual,35136,Diesel,33.65,1.6,7849
2 Series,2018,Manual,4302,Petrol,20.45,1.5,16998
4 Series,2018,Semi-Auto,18392,Diesel,32.85,2,20998
I20,2016,Manual,34690,Petrol,29.45,1.2,7849
 Fiesta,2017,Manual,19298,Petrol,32.85,1,7849
I10,2017,Manual,6725,Petrol,30.05,1,7849
4 Series,2020,Semi-Auto,2400,Diesel,25.2,3,31003
4 Series,2020,Semi-Auto,1816,Petrol,24.35,2,27003
 TT,2007,Manual,50750,Petrol,13.7,3.2,7850
2 Series,2019,Semi-Auto,7947,Diesel,23.55,2,21097
1 Series,2019,Semi-Auto,8423,Petrol,19.9,3,23997
7 Series,2019,Semi-Auto,5364,Diesel,22.05,3,49990
5 Series,2019,Semi-Auto,4000,Petrol,25.2,2,42650
M5,2019,Semi-Auto,4419,Petrol,13.45,4.4,61797
X3,2019,Semi-Auto,8667,Diesel,27.15,2,35991
 TT,2007,Manual,63000,Petrol,13.6,3.2,7850
 Polo,2013,Manual,15352,Petrol,23.95,1.4,7850
 Polo,2014,Manual,37015,Petrol,30.05,1.2,7850
 Polo,2014,Manual,27111,Petrol,25.7,1.2,7850
 Fiesta,2015,Manual,19810,Petrol,27.15,1.2,7850
 Fiesta,2016,Manual,9954,Petrol,27.15,1.2,7850
 Aygo,2016,Manual,25332,Petrol,34.5,1,7850
 Ka+,2017,Manual,16910,Petrol,28.85,1.2,7850
 Fiesta,2017,Manual,16210,Petrol,27.15,1.2,7850
X1,2020,Semi-Auto,24,Diesel,30.05,2,25480
2 Series,2020,Semi-Auto,9,Petrol,25.2,1.5,20980
2 Series,2020,Semi-Auto,12,Petrol,25.2,1.5,20980
1 Series,2019,Manual,821,Diesel,36.2,1.5,21980
6 Series,2020,Semi-Auto,101,Petrol,21.4,2,33490
3 Series,2020,Semi-Auto,101,Diesel,31.4,2,26980
3 Series,2019,Semi-Auto,6191,Diesel,27.7,2,22480
1 Series,2019,Manual,8617,Petrol,22.05,1.5,20980
1 Series,2019,Semi-Auto,8211,Diesel,37.15,2,17980
Z4,2019,Semi-Auto,9950,Petrol,19.35,2,31990
X2,2020,Semi-Auto,101,Diesel,30.7,2,28993
M4,2020,Semi-Auto,2024,Petrol,17,3,49623
X1,2020,Manual,3609,Diesel,19.6,2,27493
4 Series,2019,Semi-Auto,6451,Diesel,29.45,2,28000
M4,2019,Semi-Auto,5644,Petrol,17,3,44500
2 Series,2019,Manual,6361,Diesel,25.7,2,19990
 Ka+,2017,Manual,11149,Petrol,28.85,1.2,7850
5 Series,2018,Semi-Auto,23652,Diesel,24.35,2,23891
X3,2019,Semi-Auto,20423,Petrol,15.2,2,30990
X2,2019,Semi-Auto,4169,Petrol,17,2,31790
X3,2020,Semi-Auto,2479,Diesel,27.15,2,36853
Z4,2020,Semi-Auto,3100,Petrol,19.35,2,34993
5 Series,2020,Semi-Auto,5658,Petrol,25.2,2,35493
 Up,2017,Manual,10000,Petrol,32.1,1,7850
2 Series,2018,Semi-Auto,13268,Petrol,23.95,2,20990
1 Series,2019,Semi-Auto,4539,Diesel,35.3,2,18990
3 Series,2019,Semi-Auto,4893,Diesel,26.15,2,31990
 Yaris,2017,Manual,35586,Petrol,29,1.3,7850
 Aygo,2017,Manual,14086,Petrol,34.45,1,7850
 Aygo,2017,Manual,10523,Petrol,34.5,1,7850
 Aygo,2017,Manual,15279,Petrol,34.45,1,7850
 Aygo,2017,Manual,32750,Petrol,34.45,1,7850
 Fiesta,2016,Manual,24437,Petrol,27.15,1.2,7851
 Polo,2016,Manual,56545,Petrol,30.05,1.2,7851
4 Series,2019,Semi-Auto,6462,Diesel,29.45,2,24491
 Polo,2015,Manual,37500,Petrol,30.05,1.2,7854
 Fiesta,2013,Semi-Auto,23079,Petrol,23.95,1.6,7860
X1,2019,Semi-Auto,8410,Petrol,23.95,2,24500
5 Series,2019,Semi-Auto,4636,Petrol,25.2,2,28991
X2,2020,Semi-Auto,2580,Petrol,19.9,2,32403
X7,2019,Semi-Auto,6391,Diesel,16.8,3,72430
 Polo,2016,Manual,31729,Petrol,30.05,1,7860
 Fiesta,2017,Manual,24293,Petrol,27.15,1.2,7860
 Fabia,2016,Manual,45399,Diesel,39.3,1.4,7862
A3,2014,Manual,72591,Diesel,37.15,1.6,7869
 Fiesta,2014,Manual,55186,Petrol,23.95,1.6,7869
1 Series,2018,Semi-Auto,11690,Diesel,22.8,2,17390
 B-MAX,2015,Manual,21482,Diesel,37.2,1.5,7870
X2,2018,Semi-Auto,13325,Diesel,29.45,2,24297
 Polo,2016,Manual,24441,Petrol,30.05,1,7870
I20,2017,Manual,30314,Petrol,29.45,1.2,7870
2 Series,2019,Automatic,5913,Hybrid,74.35,1.5,21980
X1,2019,Semi-Auto,9027,Diesel,25.2,2,26480
2 Series,2019,Semi-Auto,2859,Diesel,24.35,2,25780
X5,2019,Semi-Auto,5041,Diesel,18.85,3,49980
1 Series,2018,Manual,20100,Petrol,18.6,1.5,16980
1 Series,2019,Automatic,1250,Petrol,20.2,1.5,26980
 Focus,2015,Manual,37012,Petrol,30.7,1,7871
 Fiesta,2017,Manual,26864,Petrol,32.85,1,7872
 Kuga,2013,Manual,100000,Diesel,23.95,2,7875
A1,2014,Manual,70796,Petrol,27.7,1.2,7875
 Mondeo,2014,Manual,70000,Diesel,30.7,2,7875
 Passat,2014,Manual,75000,Diesel,30.7,2,7875
 Polo,2016,Manual,29549,Petrol,30.05,1,7875
3 Series,2018,Semi-Auto,15893,Diesel,32.1,2,19357
1 Series,2019,Manual,4905,Petrol,26.65,1.5,16980
3 Series,2019,Semi-Auto,5500,Petrol,21.1,2,26480
4 Series,2019,Semi-Auto,6251,Petrol,24.35,2,24780
3 Series,2019,Automatic,4586,Diesel,26.15,2,27780
X1,2019,Semi-Auto,6153,Petrol,17.65,2,25280
2 Series,2019,Semi-Auto,5072,Diesel,24.35,2,25980
 Citigo,2017,Manual,15660,Petrol,32.1,1,7875
3 Series,2018,Semi-Auto,18620,Diesel,31.4,2,22480
X1,2018,Semi-Auto,11520,Petrol,18.85,2,22780
 Fabia,2016,Manual,25059,Petrol,30.05,1.2,7877
3 Series,2019,Semi-Auto,7254,Petrol,21.1,2,25780
1 Series,2018,Manual,19093,Diesel,25.2,2,15980
3 Series,2019,Semi-Auto,5039,Diesel,26.15,2,33950
X7,2020,Semi-Auto,8695,Diesel,15.7,3,71980
2 Series,2019,Automatic,6269,Petrol,25.2,2,20450
8 Series,2019,Semi-Auto,3489,Diesel,19.9,3,55980
 Fabia,2015,Manual,25697,Petrol,30.05,1.2,7879
3 Series,2018,Semi-Auto,19408,Diesel,32.85,2,18980
I40,2014,Manual,66600,Diesel,27.7,1.7,7880
 Focus,2016,Manual,71661,Diesel,37.15,1.5,7880
 Aygo,2017,Manual,22479,Petrol,34.5,1,7880
 Aygo,2017,Manual,16882,Petrol,34.45,1,7880
3 Series,2019,Semi-Auto,8646,Diesel,26.65,2,25940
1 Series,2019,Semi-Auto,3567,Petrol,23.95,2,20440
1 Series,2019,Semi-Auto,3605,Diesel,23.95,1.5,18440
3 Series,2019,Semi-Auto,5888,Petrol,25.7,1.5,19750
3 Series,2019,Semi-Auto,7779,Diesel,26.65,2,25940
2 Series,2019,Semi-Auto,3803,Petrol,19.6,1.5,21450
X2,2019,Automatic,3740,Petrol,17,2,31970
3 Series,2019,Semi-Auto,6429,Diesel,32.1,2,24997
2 Series,2020,Semi-Auto,2880,Petrol,25.2,1.5,25603
2 Series,2020,Semi-Auto,101,Petrol,20.45,1.5,26883
3 Series,2020,Semi-Auto,2725,Petrol,20.2,2,36693
 Fabia,2015,Manual,44499,Petrol,30.05,1.2,7882
M5,2019,Semi-Auto,16529,Petrol,13.45,4.4,58991
3 Series,2019,Semi-Auto,4611,Diesel,32.85,2,23480
8 Series,2019,Semi-Auto,5529,Diesel,20.2,3,51980
X3,2019,Semi-Auto,5495,Diesel,27.15,2,32480
2 Series,2019,Automatic,4389,Petrol,20.45,1.5,21850
1 Series,2019,Manual,2557,Petrol,22.05,1.5,19980
3 Series,2019,Automatic,1550,Petrol,21.1,2,28940
2 Series,2019,Automatic,105,Petrol,23.95,2,22480
 Mondeo,2014,Manual,58000,Diesel,31.4,2,7885
i8,2019,Automatic,1110,Hybrid,70.6,1.5,67940
2 Series,2018,Manual,12769,Petrol,26.15,1.5,18980
X1,2019,Semi-Auto,7835,Diesel,30.05,2,26450
2 Series,2019,Semi-Auto,5869,Diesel,25.7,2,22480
1 Series,2019,Manual,7287,Diesel,36.2,1.5,17780
5 Series,2019,Semi-Auto,8257,Petrol,25.2,2,26380
IX35,2015,Manual,59817,Diesel,27.15,1.7,7885
 Fabia,2016,Manual,27537,Petrol,30.05,1.2,7885
 Fabia,2017,Manual,32500,Petrol,30.05,1.2,7885
 Fiesta,2016,Manual,24153,Petrol,32.85,1,7887
1 Series,2013,Manual,77419,Diesel,30.05,2,7888
 Polo,2015,Manual,38735,Petrol,30.05,1.2,7888
4 Series,2018,Automatic,40553,Petrol,20.75,3,21470
5 Series,2020,Semi-Auto,1500,Hybrid,78.45,2,33980
 Aygo,2017,Manual,20857,Petrol,34.45,1,7888
4 Series,2018,Semi-Auto,19447,Diesel,32.85,2,21064
 C-MAX,2014,Automatic,37822,Diesel,25.2,2,7890
2 Series,2020,Semi-Auto,1500,Petrol,21.1,1.5,30980
2 Series,2019,Automatic,2869,Diesel,24.8,2,22980
X1,2019,Automatic,105,Petrol,20.45,1.5,27980
1 Series,2019,Manual,4729,Petrol,20.75,1.5,23440
3 Series,2019,Automatic,4869,Diesel,25.2,2,31980
5 Series,2019,Automatic,4859,Petrol,14.55,3,39480
1 Series,2020,Semi-Auto,1500,Petrol,20.2,1.5,23980
1 Series,2020,Semi-Auto,1500,Petrol,17.25,2,30440
1 Series,2020,Semi-Auto,1500,Petrol,17.25,2,30440
4 Series,2018,Semi-Auto,1998,Diesel,30.05,2,22470
 Golf SV,2014,Semi-Auto,61617,Diesel,35.3,1.6,7890
4 Series,2018,Semi-Auto,11403,Petrol,24.35,2,20980
IX35,2014,Manual,52000,Diesel,26.65,1.7,7890
 Focus,2015,Manual,47325,Diesel,37.15,1.5,7890
 B-MAX,2015,Automatic,16796,Petrol,22.05,1.6,7890
I20,2015,Manual,41590,Petrol,25.7,1.4,7890
3 Series,2020,Semi-Auto,6250,Diesel,23.95,3,34993
 EcoSport,2016,Manual,30035,Diesel,32.1,1.5,7890
 Focus,2016,Manual,36329,Diesel,37.15,1.5,7890
 Fabia,2016,Manual,24978,Petrol,29.4,1,7890
3 Series,2019,Semi-Auto,9354,Petrol,22.8,2,25780
5 Series,2019,Semi-Auto,7609,Diesel,32.85,2,26380
X5,2019,Semi-Auto,12173,Diesel,16.8,3,56980
1 Series,2018,Semi-Auto,24866,Petrol,16.25,3,22761
X5,2019,Semi-Auto,9029,Diesel,16.8,3,56980
2 Series,2018,Semi-Auto,21204,Petrol,20.45,1.5,16780
4 Series,2019,Semi-Auto,4278,Diesel,26.15,3,26990
X1,2019,Semi-Auto,8989,Diesel,30.05,2,25990
2 Series,2019,Manual,8615,Diesel,30.05,2,24490
X4,2019,Semi-Auto,8454,Diesel,21.4,2,36990
M5,2019,Semi-Auto,5000,Petrol,13.45,4.4,63980
 Fiesta,2017,Manual,39876,Petrol,32.85,1,7890
 Fiesta,2017,Manual,39876,Petrol,32.85,1,7890
 Fabia,2017,Manual,42864,Petrol,30.05,1.2,7890
X4,2019,Semi-Auto,2316,Diesel,21.4,2,38182
3 Series,2018,Automatic,21045,Diesel,31.4,2,21512
I20,2017,Manual,2515,Petrol,27.7,1.2,7890
 Fiesta,2012,Manual,11000,Petrol,21.4,1.2,7891
 Octavia,2014,Manual,50110,Diesel,37.15,1.6,7891
5 Series,2018,Semi-Auto,50628,Diesel,30.05,2,22601
 Fiesta,2016,Manual,15543,Petrol,27.15,1.2,7891
4 Series,2019,Semi-Auto,2403,Diesel,30.05,2,32990
 Ka+,2017,Manual,10150,Petrol,28.85,1.2,7891
 Fiesta,2017,Manual,58671,Petrol,31.4,1,7891
 Aygo,2017,Manual,14212,Petrol,34.45,1,7892
3 Series,2018,Automatic,23494,Diesel,28.8,2,19990
3 Series,2018,Semi-Auto,16219,Diesel,32.1,2,21232
X1,2019,Semi-Auto,7137,Diesel,32.85,2,26190
RAV4,2013,Manual,101800,Diesel,24.8,2.2,7895
 B-MAX,2014,Semi-Auto,6271,Petrol,22.05,1.6,7895
X2,2019,Semi-Auto,6521,Petrol,19.6,2,25980
 Polo,2014,Manual,35601,Petrol,30.05,1,7895
X4,2019,Automatic,9095,Diesel,18.6,3,41376
X7,2019,Automatic,2567,Petrol,12.4,3,69146
X3,2019,Semi-Auto,6881,Diesel,18.35,3,42836
X4,2019,Semi-Auto,4832,Diesel,21.4,2,35694
A1,2015,Manual,83390,Diesel,40.35,1.6,7895
 Fiesta,2015,Manual,27541,Petrol,32.85,1,7895
4 Series,2019,Semi-Auto,7038,Diesel,26.15,3,26592
X5,2019,Semi-Auto,6927,Diesel,18.85,3,49991
 Fiesta,2015,Semi-Auto,36003,Petrol,23.95,1.6,7895
IX20,2015,Automatic,20500,Petrol,21.8,1.6,7895
 B-MAX,2016,Manual,41818,Petrol,28.85,1,7895
 Fabia,2016,Manual,27003,Petrol,30.05,1.2,7895
 Octavia,2016,Manual,84632,Diesel,37.15,1.6,7895
X6,2019,Semi-Auto,2137,Diesel,17.45,3,59990
X2,2019,Semi-Auto,4137,Petrol,19.6,2,29990
2 Series,2019,Automatic,3339,Diesel,24.8,2,25490
 Fiesta,2017,Manual,10300,Petrol,27.15,1.2,7895
 Up,2017,Manual,38779,Petrol,32.1,1,7895
X2,2020,Automatic,2137,Petrol,17,2,34990
5 Series,2020,Semi-Auto,2137,Diesel,30.05,3,42990
 Up,2017,Automatic,3645,Petrol,32.85,1,7895
X3,2020,Semi-Auto,2137,Hybrid,2.75,2,54990
 Aygo,2017,Semi-Auto,25909,Petrol,33.5,1,7895
5 Series,2019,Automatic,4562,Diesel,30.05,3,37540
X2,2019,Automatic,3760,Petrol,18.1,2,29970
1 Series,2019,Automatic,8388,Diesel,24.35,2,29680
X2,2019,Automatic,4804,Petrol,17,2,31980
5 Series,2019,Semi-Auto,1499,Petrol,23.95,2,29140
4 Series,2019,Semi-Auto,6427,Petrol,22.4,2,33230
2 Series,2019,Semi-Auto,4348,Diesel,24.8,2,24110
3 Series,2019,Automatic,10984,Diesel,24.8,2,32550
 Citigo,2017,Manual,3342,Petrol,34.45,1,7895
2 Series,2019,Automatic,15462,Diesel,33.65,2,20896
X7,2019,Semi-Auto,2137,Diesel,16.8,3,62990
1 Series,2019,Semi-Auto,10000,Petrol,27.15,1.5,18840
X5,2019,Semi-Auto,1438,Diesel,18.85,3,46440
3 Series,2019,Semi-Auto,7821,Diesel,26.65,2,25940
X6,2020,Semi-Auto,3200,Diesel,17.45,3,52990
5 Series,2019,Automatic,105,Petrol,25.2,2,26980
3 Series,2019,Semi-Auto,1581,Petrol,17.45,3,37940
X2,2020,Automatic,2182,Petrol,17,2,33940
2 Series,2019,Automatic,8719,Diesel,26.15,2,20480
3 Series,2019,Semi-Auto,12327,Diesel,24.35,2,26998
5 Series,2018,Semi-Auto,31649,Diesel,22.8,2,23998
3 Series,2018,Manual,13759,Petrol,26.15,1.5,15901
 Golf,2013,Automatic,37613,Petrol,22.4,1.4,7897
 Focus,2016,Manual,52570,Diesel,37.15,1.5,7897
1 Series,2019,Semi-Auto,6742,Diesel,32.85,2,21116
 Fiesta,2017,Manual,27796,Petrol,27.15,1.2,7897
A3,2014,Semi-Auto,88130,Diesel,32.1,2,7898
X4,2019,Semi-Auto,509,Diesel,21.4,2,35109
 Polo,2015,Manual,29768,Petrol,30.05,1,7898
1 Series,2012,Manual,85827,Diesel,31.4,2,7899
 S-MAX,2013,Automatic,81514,Diesel,23.55,2,7899
2 Series,2020,Semi-Auto,10,Petrol,19.6,1.5,23990
X2,2020,Semi-Auto,1,Diesel,26.15,2,24490
1 Series,2019,Manual,10624,Diesel,32.85,2,18498
3 Series,2019,Manual,12824,Diesel,33.65,2,16698
X3,2018,Semi-Auto,16202,Petrol,17.25,3,34990
3 Series,2019,Semi-Auto,5441,Petrol,20.75,2,28980
3 Series,2019,Automatic,4404,Diesel,25.2,2,30690
5 Series,2018,Semi-Auto,16530,Diesel,34.45,2,22912
1 Series,2018,Semi-Auto,19959,Petrol,19.9,3,23052
4 Series,2019,Semi-Auto,14137,Diesel,24.8,3,29540
3 Series,2019,Automatic,4137,Petrol,19.9,2,36740
 Golf,2014,Manual,56600,Petrol,26.65,1.4,7899
X5,2019,Automatic,8143,Diesel,18.85,3,54550
1 Series,2019,Semi-Auto,16406,Diesel,33.65,2,19798
3 Series,2019,Semi-Auto,20175,Diesel,30.05,2,22998
 Focus,2015,Manual,60482,Diesel,37.15,1.5,7899
 Fiesta,2015,Manual,30125,Petrol,32.85,1,7899
 Focus,2015,Manual,61491,Petrol,30.05,1,7899
 Fiesta,2016,Manual,25465,Petrol,27.15,1.2,7899
 Polo,2016,Manual,39707,Petrol,30.05,1.2,7899
 Avensis,2016,Manual,40149,Diesel,33.65,1.6,7899
X2,2018,Semi-Auto,12652,Diesel,29.45,2,32012
 Ka+,2017,Manual,14488,Petrol,28.85,1.2,7899
 Polo,2017,Manual,37217,Petrol,30.05,1,7899
 Fabia,2017,Manual,34969,Petrol,30.05,1.2,7899
I20,2017,Manual,31225,Petrol,29.45,1.2,7899
A1,2013,Manual,67409,Diesel,37.15,1.6,7900
1 Series,2019,Manual,15598,Diesel,36.2,1.5,14498
 Focus,2013,Manual,41398,Diesel,33.65,1.6,7900
 Fiesta,2014,Manual,14175,Petrol,32.85,1,7900
 Fabia,2014,Manual,10670,Petrol,26.65,1.2,7900
 EcoSport,2015,Manual,26000,Petrol,22.4,1.5,7900
 Fiesta,2015,Manual,27372,Petrol,32.85,1,7900
 EcoSport,2015,Manual,34975,Diesel,30.7,1.5,7900
 Fiesta,2015,Manual,20690,Petrol,32.85,1,7900
1 Series,2019,Semi-Auto,748,Diesel,35.3,2,18499
 Fiesta,2015,Manual,23897,Petrol,32.85,1,7900
X2,2020,Semi-Auto,1500,Diesel,30.7,2,26780
2 Series,2019,Manual,6225,Petrol,26.15,1.5,18880
X3,2019,Semi-Auto,7281,Diesel,27.15,2,31780
1 Series,2019,Manual,8159,Diesel,35.3,1.5,17980
3 Series,2019,Semi-Auto,4376,Petrol,21.1,2,27440
5 Series,2019,Semi-Auto,7079,Diesel,32.85,2,26850
2 Series,2019,Manual,6311,Petrol,21.4,1.5,18950
3 Series,2019,Semi-Auto,1489,Petrol,23.95,2,23980
3 Series,2019,Semi-Auto,9522,Diesel,31.4,2,24450
 Rapid,2015,Manual,37657,Diesel,33.65,1.6,7900
 EcoSport,2016,Manual,50848,Diesel,32.1,1.5,7900
 EcoSport,2016,Manual,50848,Diesel,32.1,1.5,7900
X2,2020,Semi-Auto,5,Petrol,21.4,1.5,29990
M4,2020,Semi-Auto,6,Petrol,17,3,45990
 Fiesta,2016,Manual,29326,Petrol,32.85,1,7900
2 Series,2018,Semi-Auto,99,Petrol,19.1,3,31990
X1,2019,Manual,2953,Petrol,25.7,1.5,23980
 Fiesta,2016,Manual,40284,Petrol,27.15,1.2,7900
 Fiesta,2016,Manual,27786,Petrol,27.15,1.2,7900
 Focus,2016,Manual,58898,Diesel,37.15,1.5,7900
1 Series,2018,Manual,45228,Diesel,36.2,1.5,12291
 Focus,2016,Manual,61111,Diesel,37.15,1.5,7900
 Polo,2016,Manual,28777,Petrol,30.05,1,7900
 Yaris,2016,Manual,29328,Petrol,29,1.3,7900
4 Series,2019,Semi-Auto,5866,Diesel,32.85,2,24975
5 Series,2019,Semi-Auto,3623,Diesel,32.85,2,26350
 Aygo,2016,Manual,12869,Petrol,34.5,1,7900
1 Series,2019,Semi-Auto,5939,Petrol,20.2,1.5,23780
3 Series,2019,Manual,4850,Diesel,32.1,2,24990
2 Series,2019,Semi-Auto,10086,Petrol,23.95,2,21945
 Aygo,2016,Manual,10302,Petrol,34.5,1,7900
 Fabia,2016,Manual,28893,Petrol,29.4,1.2,7900
I20,2016,Manual,22431,Petrol,27.7,1.2,7900
2 Series,2018,Semi-Auto,18970,Petrol,25.7,1.5,17498
IX20,2016,Manual,28221,Diesel,32.1,1.6,7900
I20,2016,Manual,29981,Petrol,29.45,1.2,7900
3 Series,2019,Semi-Auto,14897,Diesel,26.15,2,24498
2 Series,2020,Semi-Auto,11,Petrol,25.2,1.5,21890
2 Series,2020,Manual,10,Petrol,23.55,1.5,22980
4 Series,2020,Semi-Auto,5,Diesel,32.85,2,26990
6 Series,2020,Semi-Auto,6,Diesel,26.65,3,36850
5 Series,2020,Semi-Auto,13,Petrol,25.2,2,26990
 Fiesta,2017,Manual,13411,Petrol,27.15,1.2,7900
 Up,2017,Manual,8869,Petrol,32.1,1,7900
 Aygo,2017,Manual,14000,Petrol,34.45,1,7900
2 Series,2019,Manual,1500,Petrol,21.4,1.5,23480
5 Series,2019,Semi-Auto,1500,Petrol,25.2,2,29980
4 Series,2019,Semi-Auto,2649,Petrol,20.75,3,30980
3 Series,2019,Semi-Auto,4460,Petrol,20.45,2,31450
3 Series,2019,Manual,4293,Diesel,32.1,2,24990
3 Series,2019,Manual,5996,Diesel,33.65,2,23990
3 Series,2019,Semi-Auto,4250,Diesel,26.65,2,29450
5 Series,2019,Semi-Auto,15,Petrol,24.35,2,31875
4 Series,2019,Semi-Auto,14,Petrol,22.8,2,23980
I20,2017,Manual,23921,Petrol,29.45,1.2,7900
4 Series,2019,Semi-Auto,1737,Diesel,26.65,3,29980
3 Series,2020,Manual,18,Diesel,28.25,2,23990
3 Series,2019,Semi-Auto,7350,Diesel,24.35,2,28450
5 Series,2019,Semi-Auto,3753,Diesel,32.85,2,26350
5 Series,2019,Semi-Auto,7106,Diesel,32.85,2,26350
X1,2019,Semi-Auto,5269,Petrol,20.45,1.5,25450
 Fiesta,2017,Manual,16920,Petrol,27.15,1.2,7911
1 Series,2018,Manual,12102,Petrol,18.85,1.5,15224
3 Series,2019,Manual,2323,Diesel,27.15,2,24450
3 Series,2019,Manual,3340,Diesel,27.15,2,24450
5 Series,2020,Semi-Auto,13,Hybrid,22.4,2,36850
X4,2019,Semi-Auto,10797,Diesel,20.2,3,37980
M4,2019,Semi-Auto,12,Petrol,16.25,3,48940
M4,2019,Semi-Auto,12,Petrol,17,3,41945
X4,2019,Semi-Auto,13142,Diesel,21.4,2,35480
5 Series,2019,Semi-Auto,5325,Diesel,30.05,2,29450
3 Series,2019,Semi-Auto,8235,Diesel,24.35,2,29990
3 Series,2019,Semi-Auto,8349,Petrol,21.75,2,28450
4 Series,2019,Semi-Auto,5022,Diesel,32.85,2,24975
4 Series,2019,Semi-Auto,11736,Diesel,32.85,2,24975
5 Series,2020,Semi-Auto,10,Petrol,25.2,2,31990
